threshold,accuracy,precision,recall,f1_score,false_positive_rate
0.3,0.8566666666666667,0.6343100988811196,0.5699007936507936,0.598748807494012,0.09322115384615384
0.7,0.8566666666666667,0.6343100988811196,0.5699007936507936,0.598748807494012,0.09322115384615384
0.4,0.8566666666666667,0.6343100988811196,0.5699007936507936,0.598748807494012,0.09322115384615384
0.5,0.8566666666666667,0.6343100988811196,0.5699007936507936,0.598748807494012,0.09322115384615384
0.6,0.8566666666666667,0.6343100988811196,0.5699007936507936,0.598748807494012,0.09322115384615384
0.2,0.8004166666666667,0.5700684428849123,0.6063690476190476,0.5842440685073018,0.2051923076923077
0.1,0.3625,0.3625,0.75,0.4837962962962963,1.0
0.8,0.6375,0.0,0.0,0.0,0.0
0.9,0.6375,0.0,0.0,0.0,0.0
